,group,group_name,start,end,width,tx_id,exon_id,exon_rank,seq_start,seq_end,seq_name,seq_strand
364,364,NA,-1,-1,1,NA,NA,NA,40177924,40177925,chr22,+
365,365,NA,-1,-1,1,NA,NA,NA,140941835,140941836,chr3,+
366,366,NA,-1,-1,1,NA,NA,NA,50088918,50088919,chr3,+
367,367,NA,-1,-1,1,NA,NA,NA,58008388,58008389,chr3,+
368,368,NA,-1,-1,1,NA,NA,NA,129399994,129399995,chr3,+
369,369,NA,-1,-1,1,NA,NA,NA,52239254,52239255,chr3,+
370,370,NA,-1,-1,1,NA,NA,NA,56557196,56557197,chr3,+
371,371,NA,-1,-1,1,NA,NA,NA,128811291,128811292,chr4,+
372,372,NA,-1,-1,1,NA,NA,NA,39698138,39698139,chr4,+
373,373,NA,-1,-1,1,NA,NA,NA,56436137,56436138,chr4,+
374,374,NA,-1,-1,1,NA,NA,NA,86594318,86594319,chr4,+
375,375,NA,-1,-1,1,NA,NA,NA,133149293,133149294,chr4,+
376,376,NA,-1,-1,1,NA,NA,NA,121801324,121801325,chr4,+
377,377,NA,-1,-1,1,NA,NA,NA,74158112,74158113,chr4,+
378,378,NA,-1,-1,1,NA,NA,NA,74158119,74158120,chr4,+
379,379,NA,-1,-1,1,NA,NA,NA,177022695,177022696,chr5,+
380,380,NA,-1,-1,1,NA,NA,NA,414574,414575,chr5,+
381,381,NA,-1,-1,1,NA,NA,NA,43771979,43771980,chr6,+
382,382,NA,-1,-1,1,NA,NA,NA,75601879,75601880,chr6,+
383,383,NA,-1,-1,1,NA,NA,NA,170470950,170470951,chr6,+
384,384,NA,-1,-1,1,NA,NA,NA,103297434,103297435,chr7,+
385,385,NA,-1,-1,1,NA,NA,NA,151059590,151059591,chr7,+
386,386,NA,-1,-1,1,NA,NA,NA,107169002,107169003,chr7,+
387,387,NA,-1,-1,1,NA,NA,NA,100148865,100148866,chr7,+
388,388,NA,-1,-1,1,NA,NA,NA,100148873,100148874,chr7,+
389,389,NA,-1,-1,1,NA,NA,NA,100148877,100148878,chr7,+
390,390,NA,-1,-1,1,NA,NA,NA,100852718,100852719,chr7,+
391,391,NA,-1,-1,1,NA,NA,NA,107891148,107891149,chr7,+
392,392,NA,-1,-1,1,NA,NA,NA,148339460,148339461,chr7,+
393,393,NA,-1,-1,1,NA,NA,NA,74890793,74890794,chr7,+
394,394,NA,-1,-1,1,NA,NA,NA,73976165,73976166,chr8,+
395,395,NA,-1,-1,1,NA,NA,NA,105558131,105558132,chr9,+
396,396,NA,-1,-1,1,NA,NA,NA,133356544,133356545,chr9,+
397,397,NA,-1,-1,1,NA,NA,NA,27308,27309,chr5_KI270792v1_alt,+
398,398,NA,-1,-1,1,NA,NA,NA,13689127,13689128,chrX,+
399,399,NA,-1,-1,1,NA,NA,NA,153794158,153794159,chrX,+
400,400,NA,-1,-1,1,NA,NA,NA,24693920,24693921,chrX,+
401,401,NA,-1,-1,1,NA,NA,NA,56563596,56563597,chrX,+
402,402,NA,-1,-1,1,NA,NA,NA,153794169,153794170,chrX,+
403,403,NA,-1,-1,1,NA,NA,NA,18956675,18956676,chr1,-
404,404,NA,-1,-1,1,NA,NA,NA,54053440,54053441,chr1,-
405,405,NA,-1,-1,1,NA,NA,NA,68232548,68232549,chr1,-
406,406,NA,-1,-1,1,NA,NA,NA,11262539,11262540,chr1,-
407,407,NA,-1,-1,1,NA,NA,NA,16156068,16156069,chr1,-
408,408,NA,-1,-1,1,NA,NA,NA,29343,29344,chr1,-
409,409,NA,-1,-1,1,NA,NA,NA,155978174,155978175,chr1,-
410,410,NA,-1,-1,1,NA,NA,NA,33349907,33349908,chr1,-
411,411,NA,-1,-1,1,NA,NA,NA,72354990,72354991,chr10,-
412,412,NA,-1,-1,1,NA,NA,NA,112446940,112446941,chr10,-
413,413,NA,-1,-1,1,NA,NA,NA,112446943,112446944,chr10,-
414,414,NA,-1,-1,1,NA,NA,NA,112446946,112446947,chr10,-
415,415,NA,-1,-1,1,NA,NA,NA,107565734,107565735,chr11,-
416,416,NA,-1,-1,1,NA,NA,NA,114400510,114400511,chr11,-
417,417,NA,-1,-1,1,NA,NA,NA,45913939,45913940,chr11,-
418,418,NA,-1,-1,1,NA,NA,NA,8964739,8964740,chr11,-
419,419,NA,-1,-1,1,NA,NA,NA,120446408,120446409,chr12,-
420,420,NA,-1,-1,1,NA,NA,NA,48957513,48957514,chr12,-
421,421,NA,-1,-1,1,NA,NA,NA,10613608,10613609,chr12,-
422,422,NA,-1,-1,1,NA,NA,NA,31397,31398,chr12,-
423,423,NA,-1,-1,1,NA,NA,NA,22982641,22982642,chr14,-
424,424,NA,-1,-1,1,NA,NA,NA,34714671,34714672,chr14,-
425,425,NA,-1,-1,1,NA,NA,NA,55027098,55027099,chr14,-
426,426,NA,-1,-1,1,NA,NA,NA,64381471,64381472,chr15,-
427,427,NA,-1,-1,1,NA,NA,NA,75451689,75451690,chr15,-
428,428,NA,-1,-1,1,NA,NA,NA,86555234,86555235,chr16,-
429,429,NA,-1,-1,1,NA,NA,NA,51120864,51120865,chr17,-
430,430,NA,-1,-1,1,NA,NA,NA,5419673,5419674,chr17,-
431,431,NA,-1,-1,1,NA,NA,NA,82022914,82022915,chr17,-
432,432,NA,-1,-1,1,NA,NA,NA,61927981,61927982,chr17,-
433,433,NA,-1,-1,1,NA,NA,NA,4555397,4555398,chr17,-
434,434,NA,-1,-1,1,NA,NA,NA,64507466,64507467,chr17,-
435,435,NA,-1,-1,1,NA,NA,NA,82037731,82037732,chr17,-
436,436,NA,-1,-1,1,NA,NA,NA,39800301,39800302,chr18,-
437,437,NA,-1,-1,1,NA,NA,NA,38435374,38435375,chr20,-
438,438,NA,-1,-1,1,NA,NA,NA,5126591,5126592,chr20,-
439,439,NA,-1,-1,1,NA,NA,NA,62367311,62367312,chr20,-
440,440,NA,-1,-1,1,NA,NA,NA,41947172,41947173,chr22,-
441,441,NA,-1,-1,1,NA,NA,NA,50245022,50245023,chr22,-
442,442,NA,-1,-1,1,NA,NA,NA,79019458,79019459,chr3,-
443,443,NA,-1,-1,1,NA,NA,NA,146544725,146544726,chr3,-
444,444,NA,-1,-1,1,NA,NA,NA,48685912,48685913,chr3,-
445,445,NA,-1,-1,1,NA,NA,NA,76948275,76948276,chr4,-
446,446,NA,-1,-1,1,NA,NA,NA,83283454,83283455,chr4,-
447,447,NA,-1,-1,1,NA,NA,NA,76174354,76174355,chr5,-
448,448,NA,-1,-1,1,NA,NA,NA,138033078,138033079,chr5,-
449,449,NA,-1,-1,1,NA,NA,NA,103562788,103562789,chr5,-
450,450,NA,-1,-1,1,NA,NA,NA,85643329,85643330,chr6,-
451,451,NA,-1,-1,1,NA,NA,NA,136250307,136250308,chr6,-
452,452,NA,-1,-1,1,NA,NA,NA,53545100,53545101,chr6,-
453,453,NA,-1,-1,1,NA,NA,NA,127585613,127585614,chr7,-
454,454,NA,-1,-1,1,NA,NA,NA,75528120,75528121,chr7,-
455,455,NA,-1,-1,1,NA,NA,NA,44582284,44582285,chr7,-
456,456,NA,-1,-1,1,NA,NA,NA,23164026,23164027,chr8,-
457,457,NA,-1,-1,1,NA,NA,NA,102655722,102655723,chr8,-
458,458,NA,-1,-1,1,NA,NA,NA,114505499,114505500,chr9,-
459,459,NA,-1,-1,1,NA,NA,NA,35749227,35749228,chr9,-
460,460,NA,-1,-1,1,NA,NA,NA,136400191,136400192,chr9,-
461,461,NA,-1,-1,1,NA,NA,NA,60505,60506,chr1_GL383519v1_alt,-
462,462,NA,-1,-1,1,NA,NA,NA,152769740,152769741,chrX,-
463,463,NA,-1,-1,1,NA,NA,NA,153804901,153804902,chrX,-
464,464,NA,-1,-1,1,NA,NA,NA,153935065,153935066,chrX,-
465,465,NA,-1,-1,1,NA,NA,NA,152769712,152769713,chrX,-
466,466,NA,-1,-1,1,NA,NA,NA,110318108,110318109,chrX,-
467,467,NA,-1,-1,1,NA,NA,NA,110318112,110318113,chrX,-
468,468,NA,-1,-1,1,NA,NA,NA,7148135,7148136,chrX,-
469,469,NA,-1,-1,1,NA,NA,NA,72307184,72307185,chrX,-
470,470,NA,-1,-1,1,NA,NA,NA,28259481,28259482,chr1,+
471,471,NA,-1,-1,1,NA,NA,NA,112619175,112619176,chr1,+
472,472,NA,-1,-1,1,NA,NA,NA,15838613,15838614,chr1,+
473,473,NA,-1,-1,1,NA,NA,NA,161749772,161749773,chr1,+
474,474,NA,-1,-1,1,NA,NA,NA,203861580,203861581,chr1,+
475,475,NA,-1,-1,1,NA,NA,NA,54715824,54715825,chr1,+
476,476,NA,-1,-1,1,NA,NA,NA,124461832,124461833,chr10,+
477,477,NA,-1,-1,1,NA,NA,NA,65615784,65615785,chr11,+
478,478,NA,-1,-1,1,NA,NA,NA,9461011,9461012,chr11,+
479,479,NA,-1,-1,1,NA,NA,NA,95790507,95790508,chr11,+
480,480,NA,-1,-1,1,NA,NA,NA,109713824,109713825,chr12,+
481,481,NA,-1,-1,1,NA,NA,NA,131894621,131894622,chr12,+
482,482,NA,-1,-1,1,NA,NA,NA,55716472,55716473,chr12,+
483,483,NA,-1,-1,1,NA,NA,NA,52012398,52012399,chr13,+
484,484,NA,-1,-1,1,NA,NA,NA,91114375,91114376,chr14,+
485,485,NA,-1,-1,1,NA,NA,NA,104689620,104689621,chr14,+
486,486,NA,-1,-1,1,NA,NA,NA,35826401,35826402,chr14,+
487,487,NA,-1,-1,1,NA,NA,NA,73851946,73851947,chr14,+
488,488,NA,-1,-1,1,NA,NA,NA,72686208,72686209,chr15,+
489,489,NA,-1,-1,1,NA,NA,NA,4693692,4693693,chr16,+
490,490,NA,-1,-1,1,NA,NA,NA,83807940,83807941,chr16,+
491,491,NA,-1,-1,1,NA,NA,NA,50065969,50065970,chr16,+
492,492,NA,-1,-1,1,NA,NA,NA,82051878,82051879,chr17,+
493,493,NA,-1,-1,1,NA,NA,NA,18781269,18781270,chr17,+
494,494,NA,-1,-1,1,NA,NA,NA,28357646,28357647,chr17,+
495,495,NA,-1,-1,1,NA,NA,NA,35568099,35568100,chr17,+
496,496,NA,-1,-1,1,NA,NA,NA,4731409,4731410,chr17,+
497,497,NA,-1,-1,1,NA,NA,NA,56914175,56914176,chr17,+
498,498,NA,-1,-1,1,NA,NA,NA,23453286,23453287,chr18,+
499,499,NA,-1,-1,1,NA,NA,NA,17215347,17215348,chr19,+
500,500,NA,-1,-1,1,NA,NA,NA,42397123,42397124,chr19,+
501,501,NA,-1,-1,1,NA,NA,NA,4402640,4402641,chr19,+
502,502,NA,-1,-1,1,NA,NA,NA,7522623,7522624,chr19,+
503,503,NA,-1,-1,1,NA,NA,NA,53333748,53333749,chr19,+
504,504,NA,-1,-1,1,NA,NA,NA,219245478,219245479,chr2,+
505,505,NA,-1,-1,1,NA,NA,NA,74455082,74455083,chr2,+
506,506,NA,-1,-1,1,NA,NA,NA,37289638,37289639,chr20,+
507,507,NA,-1,-1,1,NA,NA,NA,39387764,39387765,chr21,+
508,508,NA,-1,-1,1,NA,NA,NA,34375493,34375494,chr21,+
509,509,NA,-1,-1,1,NA,NA,NA,39387770,39387771,chr21,+
510,510,NA,-1,-1,1,NA,NA,NA,39349959,39349960,chr22,+
511,511,NA,-1,-1,1,NA,NA,NA,169966796,169966797,chr3,+
512,512,NA,-1,-1,1,NA,NA,NA,53197283,53197284,chr3,+
513,513,NA,-1,-1,1,NA,NA,NA,142724049,142724050,chr3,+
514,514,NA,-1,-1,1,NA,NA,NA,28241583,28241584,chr3,+
515,515,NA,-1,-1,1,NA,NA,NA,146175707,146175708,chr4,+
516,516,NA,-1,-1,1,NA,NA,NA,64768929,64768930,chr5,+
517,517,NA,-1,-1,1,NA,NA,NA,13615327,13615328,chr6,+
518,518,NA,-1,-1,1,NA,NA,NA,24494799,24494800,chr6,+
519,519,NA,-1,-1,1,NA,NA,NA,139036182,139036183,chr7,+
520,520,NA,-1,-1,1,NA,NA,NA,157681286,157681287,chr7,+
521,521,NA,-1,-1,1,NA,NA,NA,73006121,73006122,chr7,+
522,522,NA,-1,-1,1,NA,NA,NA,23528872,23528873,chr8,+
523,523,NA,-1,-1,1,NA,NA,NA,95024992,95024993,chr8,+
524,524,NA,-1,-1,1,NA,NA,NA,22245132,22245133,chr8,+
525,525,NA,-1,-1,1,NA,NA,NA,54200019,54200020,chr1,-
526,526,NA,-1,-1,1,NA,NA,NA,147670522,147670523,chr1,-
527,527,NA,-1,-1,1,NA,NA,NA,161045982,161045983,chr1,-
528,528,NA,-1,-1,1,NA,NA,NA,154974446,154974447,chr1,-
529,529,NA,-1,-1,1,NA,NA,NA,70146688,70146689,chr10,-
530,530,NA,-1,-1,1,NA,NA,NA,113875532,113875533,chr11,-
531,531,NA,-1,-1,1,NA,NA,NA,51026383,51026384,chr12,-
532,532,NA,-1,-1,1,NA,NA,NA,45990593,45990594,chr12,-
533,533,NA,-1,-1,1,NA,NA,NA,46372799,46372800,chr12,-
534,534,NA,-1,-1,1,NA,NA,NA,113864075,113864076,chr13,-
535,535,NA,-1,-1,1,NA,NA,NA,103847574,103847575,chr14,-
536,536,NA,-1,-1,1,NA,NA,NA,59484407,59484408,chr14,-
537,537,NA,-1,-1,1,NA,NA,NA,42737127,42737128,chr15,-
538,538,NA,-1,-1,1,NA,NA,NA,84116941,84116942,chr16,-
539,539,NA,-1,-1,1,NA,NA,NA,3723834,3723835,chr17,-
540,540,NA,-1,-1,1,NA,NA,NA,7627875,7627876,chr17,-
541,541,NA,-1,-1,1,NA,NA,NA,712629,712630,chr18,-
542,542,NA,-1,-1,1,NA,NA,NA,74465379,74465380,chr2,-
543,543,NA,-1,-1,1,NA,NA,NA,61144968,61144969,chr2,-
544,544,NA,-1,-1,1,NA,NA,NA,113627135,113627136,chr2,-
545,545,NA,-1,-1,1,NA,NA,NA,35411993,35411994,chr20,-
546,546,NA,-1,-1,1,NA,NA,NA,46250292,46250293,chr22,-
547,547,NA,-1,-1,1,NA,NA,NA,36817034,36817035,chr22,-
548,548,NA,-1,-1,1,NA,NA,NA,72378638,72378639,chr3,-
549,549,NA,-1,-1,1,NA,NA,NA,499155,499156,chr4,-
550,550,NA,-1,-1,1,NA,NA,NA,10415261,10415262,chr6,-
551,551,NA,-1,-1,1,NA,NA,NA,42217874,42217875,chr6,-
552,552,NA,-1,-1,1,NA,NA,NA,76047999,76048000,chr7,-
553,553,NA,-1,-1,1,NA,NA,NA,91880701,91880702,chr7,-
554,554,NA,-1,-1,1,NA,NA,NA,98117165,98117166,chr8,-
555,555,NA,-1,-1,1,NA,NA,NA,98117170,98117171,chr8,-
556,556,NA,-1,-1,1,NA,NA,NA,60939972,60939973,chr8,-
557,557,NA,-1,-1,1,NA,NA,NA,97039141,97039142,chr9,-
558,558,NA,-1,-1,1,NA,NA,NA,3035838,3035839,chr6_GL000256v2_alt,-
559,559,NA,-1,-1,1,NA,NA,NA,71254688,71254689,chrX,-
560,560,NA,-1,-1,1,NA,NA,NA,110339424,110339425,chr1,+
561,561,NA,-1,-1,1,NA,NA,NA,144412575,144412576,chr1,+
562,562,NA,-1,-1,1,NA,NA,NA,150293841,150293842,chr1,+
563,563,NA,-1,-1,1,NA,NA,NA,15409894,15409895,chr1,+
564,564,NA,-1,-1,1,NA,NA,NA,32179674,32179675,chr1,+
565,565,NA,-1,-1,1,NA,NA,NA,44213463,44213464,chr1,+
566,566,NA,-1,-1,1,NA,NA,NA,93345908,93345909,chr1,+
567,567,NA,-1,-1,1,NA,NA,NA,219173849,219173850,chr1,+
568,568,NA,-1,-1,1,NA,NA,NA,165827524,165827525,chr1,+
569,569,NA,-1,-1,1,NA,NA,NA,92299058,92299059,chr1,+
570,570,NA,-1,-1,1,NA,NA,NA,19332129,19332130,chr1,+
571,571,NA,-1,-1,1,NA,NA,NA,11934688,11934689,chr1,+
572,572,NA,-1,-1,1,NA,NA,NA,150321532,150321533,chr1,+
573,573,NA,-1,-1,1,NA,NA,NA,15409888,15409889,chr1,+
574,574,NA,-1,-1,1,NA,NA,NA,16538055,16538056,chr1,+
575,575,NA,-1,-1,1,NA,NA,NA,27830786,27830787,chr1,+
576,576,NA,-1,-1,1,NA,NA,NA,31155097,31155098,chr1,+
577,577,NA,-1,-1,1,NA,NA,NA,37807764,37807765,chr1,+
578,578,NA,-1,-1,1,NA,NA,NA,95234191,95234192,chr1,+
579,579,NA,-1,-1,1,NA,NA,NA,3772770,3772771,chr1,+
580,580,NA,-1,-1,1,NA,NA,NA,102420839,102420840,chr10,+
581,581,NA,-1,-1,1,NA,NA,NA,6202931,6202932,chr10,+
582,582,NA,-1,-1,1,NA,NA,NA,97737128,97737129,chr10,+
583,583,NA,-1,-1,1,NA,NA,NA,49942052,49942053,chr10,+
584,584,NA,-1,-1,1,NA,NA,NA,102420830,102420831,chr10,+
585,585,NA,-1,-1,1,NA,NA,NA,29409546,29409547,chr10,+
586,586,NA,-1,-1,1,NA,NA,NA,5446608,5446609,chr10,+
587,587,NA,-1,-1,1,NA,NA,NA,87504874,87504875,chr10,+
588,588,NA,-1,-1,1,NA,NA,NA,49942058,49942059,chr10,+
589,589,NA,-1,-1,1,NA,NA,NA,134069041,134069042,chr11,+
590,590,NA,-1,-1,1,NA,NA,NA,17276738,17276739,chr11,+
591,591,NA,-1,-1,1,NA,NA,NA,61333230,61333231,chr11,+
592,592,NA,-1,-1,1,NA,NA,NA,62124010,62124011,chr11,+
593,593,NA,-1,-1,1,NA,NA,NA,63938995,63938996,chr11,+
594,594,NA,-1,-1,1,NA,NA,NA,65170235,65170236,chr11,+
595,595,NA,-1,-1,1,NA,NA,NA,747416,747417,chr11,+
596,596,NA,-1,-1,1,NA,NA,NA,74949250,74949251,chr11,+
597,597,NA,-1,-1,1,NA,NA,NA,75399490,75399491,chr11,+
598,598,NA,-1,-1,1,NA,NA,NA,83157125,83157126,chr11,+
599,599,NA,-1,-1,1,NA,NA,NA,31509769,31509770,chr11,+
600,600,NA,-1,-1,1,NA,NA,NA,35618375,35618376,chr11,+
601,601,NA,-1,-1,1,NA,NA,NA,43880830,43880831,chr11,+
602,602,NA,-1,-1,1,NA,NA,NA,45902369,45902370,chr11,+
603,603,NA,-1,-1,1,NA,NA,NA,46701026,46701027,chr11,+
604,604,NA,-1,-1,1,NA,NA,NA,560986,560987,chr11,+
605,605,NA,-1,-1,1,NA,NA,NA,69048933,69048934,chr11,+
606,606,NA,-1,-1,1,NA,NA,NA,72229921,72229922,chr11,+
607,607,NA,-1,-1,1,NA,NA,NA,73235236,73235237,chr11,+
608,608,NA,-1,-1,1,NA,NA,NA,73376398,73376399,chr11,+
609,609,NA,-1,-1,1,NA,NA,NA,849855,849856,chr11,+
610,610,NA,-1,-1,1,NA,NA,NA,74949246,74949247,chr11,+
611,611,NA,-1,-1,1,NA,NA,NA,73235228,73235229,chr11,+
612,612,NA,-1,-1,1,NA,NA,NA,109097575,109097576,chr12,+
613,613,NA,-1,-1,1,NA,NA,NA,4321212,4321213,chr12,+
614,614,NA,-1,-1,1,NA,NA,NA,53501282,53501283,chr12,+
615,615,NA,-1,-1,1,NA,NA,NA,69585442,69585443,chr12,+
616,616,NA,-1,-1,1,NA,NA,NA,68610907,68610908,chr12,+
617,617,NA,-1,-1,1,NA,NA,NA,93677377,93677378,chr12,+
618,618,NA,-1,-1,1,NA,NA,NA,53501585,53501586,chr12,+
619,619,NA,-1,-1,1,NA,NA,NA,23888867,23888868,chr13,+
620,620,NA,-1,-1,1,NA,NA,NA,27270829,27270830,chr13,+
621,621,NA,-1,-1,1,NA,NA,NA,72727922,72727923,chr13,+
622,622,NA,-1,-1,1,NA,NA,NA,104821484,104821485,chr14,+
623,623,NA,-1,-1,1,NA,NA,NA,20684559,20684560,chr14,+
624,624,NA,-1,-1,1,NA,NA,NA,22598262,22598263,chr14,+
625,625,NA,-1,-1,1,NA,NA,NA,35292313,35292314,chr14,+
626,626,NA,-1,-1,1,NA,NA,NA,73851851,73851852,chr14,+
627,627,NA,-1,-1,1,NA,NA,NA,74084955,74084956,chr14,+
628,628,NA,-1,-1,1,NA,NA,NA,23636363,23636364,chr14,+
629,629,NA,-1,-1,1,NA,NA,NA,69611595,69611596,chr14,+
630,630,NA,-1,-1,1,NA,NA,NA,74890035,74890036,chr15,+
631,631,NA,-1,-1,1,NA,NA,NA,82750574,82750575,chr15,+
632,632,NA,-1,-1,1,NA,NA,NA,98648538,98648539,chr15,+
633,633,NA,-1,-1,1,NA,NA,NA,68054317,68054318,chr15,+
634,634,NA,-1,-1,1,NA,NA,NA,28832329,28832330,chr15,+
635,635,NA,-1,-1,1,NA,NA,NA,28832332,28832333,chr15,+
636,636,NA,-1,-1,1,NA,NA,NA,41231143,41231144,chr15,+
637,637,NA,-1,-1,1,NA,NA,NA,10944563,10944564,chr16,+
638,638,NA,-1,-1,1,NA,NA,NA,66604703,66604704,chr16,+
639,639,NA,-1,-1,1,NA,NA,NA,75647772,75647773,chr16,+
640,640,NA,-1,-1,1,NA,NA,NA,84117045,84117046,chr16,+
641,641,NA,-1,-1,1,NA,NA,NA,10386057,10386058,chr16,+
642,642,NA,-1,-1,1,NA,NA,NA,14911478,14911479,chr16,+
643,643,NA,-1,-1,1,NA,NA,NA,19067613,19067614,chr16,+
644,644,NA,-1,-1,1,NA,NA,NA,2026897,2026898,chr16,+
645,645,NA,-1,-1,1,NA,NA,NA,2513696,2513697,chr16,+
646,646,NA,-1,-1,1,NA,NA,NA,721145,721146,chr16,+
647,647,NA,-1,-1,1,NA,NA,NA,56451520,56451521,chr16,+
648,648,NA,-1,-1,1,NA,NA,NA,16217209,16217210,chr17,+
649,649,NA,-1,-1,1,NA,NA,NA,42020071,42020072,chr17,+
650,650,NA,-1,-1,1,NA,NA,NA,43398992,43398993,chr17,+
651,651,NA,-1,-1,1,NA,NA,NA,76726838,76726839,chr17,+
652,652,NA,-1,-1,1,NA,NA,NA,82418346,82418347,chr17,+
653,653,NA,-1,-1,1,NA,NA,NA,75456649,75456650,chr17,+
654,654,NA,-1,-1,1,NA,NA,NA,16217203,16217204,chr17,+
655,655,NA,-1,-1,1,NA,NA,NA,29929902,29929903,chr17,+
656,656,NA,-1,-1,1,NA,NA,NA,37406889,37406890,chr17,+
657,657,NA,-1,-1,1,NA,NA,NA,39699991,39699992,chr17,+
658,658,NA,-1,-1,1,NA,NA,NA,41812703,41812704,chr17,+
659,659,NA,-1,-1,1,NA,NA,NA,55751052,55751053,chr17,+
660,660,NA,-1,-1,1,NA,NA,NA,7252214,7252215,chr17,+
661,661,NA,-1,-1,1,NA,NA,NA,75667333,75667334,chr17,+
662,662,NA,-1,-1,1,NA,NA,NA,77319921,77319922,chr17,+
663,663,NA,-1,-1,1,NA,NA,NA,77958702,77958703,chr17,+
664,664,NA,-1,-1,1,NA,NA,NA,81239292,81239293,chr17,+
665,665,NA,-1,-1,1,NA,NA,NA,81672492,81672493,chr17,+
666,666,NA,-1,-1,1,NA,NA,NA,8288642,8288643,chr17,+
667,667,NA,-1,-1,1,NA,NA,NA,997118,997119,chr17,+
668,668,NA,-1,-1,1,NA,NA,NA,59210012,59210013,chr17,+
669,669,NA,-1,-1,1,NA,NA,NA,24139061,24139062,chr18,+
670,670,NA,-1,-1,1,NA,NA,NA,33081190,33081191,chr19,+
671,671,NA,-1,-1,1,NA,NA,NA,38264436,38264437,chr19,+
672,672,NA,-1,-1,1,NA,NA,NA,38647626,38647627,chr19,+
673,673,NA,-1,-1,1,NA,NA,NA,41264215,41264216,chr19,+
674,674,NA,-1,-1,1,NA,NA,NA,54115750,54115751,chr19,+
675,675,NA,-1,-1,1,NA,NA,NA,12610935,12610936,chr19,+
676,676,NA,-1,-1,1,NA,NA,NA,19538264,19538265,chr19,+
677,677,NA,-1,-1,1,NA,NA,NA,43596419,43596420,chr19,+
678,678,NA,-1,-1,1,NA,NA,NA,49513219,49513220,chr19,+
679,679,NA,-1,-1,1,NA,NA,NA,7535718,7535719,chr19,+
680,680,NA,-1,-1,1,NA,NA,NA,18022414,18022415,chr19,+
681,681,NA,-1,-1,1,NA,NA,NA,206159587,206159588,chr2,+
682,682,NA,-1,-1,1,NA,NA,NA,231056877,231056878,chr2,+
683,683,NA,-1,-1,1,NA,NA,NA,231961712,231961713,chr2,+
684,684,NA,-1,-1,1,NA,NA,NA,27212017,27212018,chr2,+
685,685,NA,-1,-1,1,NA,NA,NA,102736934,102736935,chr2,+
686,686,NA,-1,-1,1,NA,NA,NA,127701496,127701497,chr2,+
687,687,NA,-1,-1,1,NA,NA,NA,24793144,24793145,chr2,+
688,688,NA,-1,-1,1,NA,NA,NA,96816242,96816243,chr2,+
689,689,NA,-1,-1,1,NA,NA,NA,120991539,120991540,chr2,+
690,690,NA,-1,-1,1,NA,NA,NA,37179055,37179056,chr20,+
691,691,NA,-1,-1,1,NA,NA,NA,44885675,44885676,chr20,+
692,692,NA,-1,-1,1,NA,NA,NA,36236438,36236439,chr20,+
693,693,NA,-1,-1,1,NA,NA,NA,36236449,36236450,chr20,+
694,694,NA,-1,-1,1,NA,NA,NA,41340820,41340821,chr20,+
695,695,NA,-1,-1,1,NA,NA,NA,63658290,63658291,chr20,+
696,696,NA,-1,-1,1,NA,NA,NA,24952715,24952716,chr22,+
697,697,NA,-1,-1,1,NA,NA,NA,32474709,32474710,chr22,+
698,698,NA,-1,-1,1,NA,NA,NA,37675635,37675636,chr22,+
699,699,NA,-1,-1,1,NA,NA,NA,40346499,40346500,chr22,+
700,700,NA,-1,-1,1,NA,NA,NA,28742029,28742030,chr22,+
701,701,NA,-1,-1,1,NA,NA,NA,44730382,44730383,chr22,+
702,702,NA,-1,-1,1,NA,NA,NA,100260994,100260995,chr3,+
703,703,NA,-1,-1,1,NA,NA,NA,128726135,128726136,chr3,+
704,704,NA,-1,-1,1,NA,NA,NA,194685882,194685883,chr3,+
705,705,NA,-1,-1,1,NA,NA,NA,45593882,45593883,chr3,+
706,706,NA,-1,-1,1,NA,NA,NA,14125022,14125023,chr3,+
707,707,NA,-1,-1,1,NA,NA,NA,44976225,44976226,chr3,+
708,708,NA,-1,-1,1,NA,NA,NA,46979825,46979826,chr3,+
709,709,NA,-1,-1,1,NA,NA,NA,49470131,49470132,chr3,+
710,710,NA,-1,-1,1,NA,NA,NA,138562103,138562104,chr4,+
711,711,NA,-1,-1,1,NA,NA,NA,20251904,20251905,chr4,+
712,712,NA,-1,-1,1,NA,NA,NA,107931548,107931549,chr4,+
713,713,NA,-1,-1,1,NA,NA,NA,107989838,107989839,chr4,+
714,714,NA,-1,-1,1,NA,NA,NA,128083765,128083766,chr5,+
715,715,NA,-1,-1,1,NA,NA,NA,17217630,17217631,chr5,+
716,716,NA,-1,-1,1,NA,NA,NA,75511892,75511893,chr5,+
717,717,NA,-1,-1,1,NA,NA,NA,83077592,83077593,chr5,+
718,718,NA,-1,-1,1,NA,NA,NA,15936877,15936878,chr5,+
719,719,NA,-1,-1,1,NA,NA,NA,177367336,177367337,chr5,+
720,720,NA,-1,-1,1,NA,NA,NA,26596935,26596936,chr6,+
721,721,NA,-1,-1,1,NA,NA,NA,26596942,26596943,chr6,+
722,722,NA,-1,-1,1,NA,NA,NA,53065403,53065404,chr6,+
723,723,NA,-1,-1,1,NA,NA,NA,81454826,81454827,chr6,+
724,724,NA,-1,-1,1,NA,NA,NA,27133037,27133038,chr6,+
725,725,NA,-1,-1,1,NA,NA,NA,3118701,3118702,chr6,+
726,726,NA,-1,-1,1,NA,NA,NA,3118706,3118707,chr6,+
727,727,NA,-1,-1,1,NA,NA,NA,3849372,3849373,chr6,+
728,728,NA,-1,-1,1,NA,NA,NA,116571366,116571367,chr6,+
729,729,NA,-1,-1,1,NA,NA,NA,116210548,116210549,chr7,+
