chr	start	end	strand	label	Gene ID	Gene Symbol	Gene Type	m5C	C	m5C Level	m5C.1	C.1	m5C Level.1	Status_rep1	Status_rep2	Final Level	m5C.2	C.2	m5C Level.2	m5C.3	C.3	m5C Level.3	Status_rep1.1	Status_rep2.1	Final Level.1
1	3737754	3737755	-	0	ENSG00000227372	TP73-AS1	antisense	4	39	0.0930233	8	40	0.166667	/	1	/	4	34	0.105263	5	33	0.131579	/	1	/
1	3737755	3737756	-	0	ENSG00000227372	TP73-AS1	antisense	4	39	0.0930233	8	40	0.166667	/	1	/	4	34	0.105263	5	33	0.131579	/	1	/
1	3737758	3737759	-	0	ENSG00000227372	TP73-AS1	antisense	4	36	0.1	7	37	0.159091	/	1	/	4	31	0.114286	5	32	0.135135	/	1	/
1	3737760	3737761	-	0	ENSG00000227372	TP73-AS1	antisense	4	39	0.0930233	6	38	0.136364	/	1	/	4	32	0.111111	5	36	0.121951	/	1	/
1	3737761	3737762	-	0	ENSG00000227372	TP73-AS1	antisense	4	33	0.108108	6	36	0.142857	/	1	/	4	30	0.117647	4	32	0.111111	/	/	/
1	3737764	3737765	-	0	ENSG00000227372	TP73-AS1	antisense	1	40	0.0243902	3	42	0.0666667	/	/	/	3	32	0.0857143	5	32	0.135135	/	1	/
1	3813433	3813434	-	1	ENSG00000116198	CEP104	mRNA	7	24	0.225806	5	31	0.138889	1	1	0.179104	2	33	0.0571429	7	29	0.194444	/	1	/
1	3813434	3813435	-	1	ENSG00000116198	CEP104	mRNA	7	24	0.225806	5	31	0.138889	1	1	0.179104	2	33	0.0571429	7	29	0.194444	/	1	/
1	3813435	3813436	-	1	ENSG00000116198	CEP104	mRNA	8	23	0.258065	3	31	0.0882353	1	/	/	2	33	0.0571429	6	30	0.166667	/	1	/
1	3813436	3813437	-	1	ENSG00000116198	CEP104	mRNA	7	24	0.225806	4	30	0.117647	1	/	/	3	32	0.0857143	7	26	0.212121	/	1	/
1	3813446	3813447	-	1	ENSG00000116198	CEP104	mRNA	6	24	0.2	3	31	0.0882353	1	/	/	2	32	0.0588235	5	28	0.151515	/	1	/
1	3813449	3813450	-	0	ENSG00000116198	CEP104	mRNA	8	21	0.275862	4	31	0.114286	/	/	/	2	33	0.0571429	5	28	0.151515	/	1	/
1	3813450	3813451	-	1	ENSG00000116198	CEP104	mRNA	8	22	0.266667	3	32	0.0857143	1	/	/	4	31	0.114286	5	32	0.135135	/	1	/
1	3813496	3813497	-	1	ENSG00000116198	CEP104	mRNA	12	30	0.285714	8	32	0.2	1	1	0.243902	8	28	0.222222	7	35	0.166667	1	1	0.192308
1	3813497	3813498	-	1	ENSG00000116198	CEP104	mRNA	12	29	0.292683	8	30	0.210526	1	1	0.253165	7	29	0.194444	6	33	0.153846	1	1	0.173333
1	3813507	3813508	-	1	ENSG00000116198	CEP104	mRNA	9	35	0.204545	6	39	0.133333	1	1	0.168539	6	33	0.153846	6	42	0.125	1	1	0.137931
1	3813509	3813510	-	1	ENSG00000116198	CEP104	mRNA	9	35	0.204545	6	39	0.133333	1	1	0.168539	6	34	0.15	6	42	0.125	1	1	0.136364
1	3813512	3813513	-	1	ENSG00000116198	CEP104	mRNA	7	36	0.162791	5	39	0.113636	1	1	0.137931	4	38	0.0952381	5	44	0.102041	/	1	/
1	3813513	3813514	-	1	ENSG00000116198	CEP104	mRNA	7	39	0.152174	4	40	0.0909091	1	/	/	4	38	0.0952381	3	46	0.0612245	/	/	/
1	3884218	3884219	+	1	ENSG00000169598	DFFB	mRNA	12	19	0.387097	8	15	0.347826	1	/	/	4	8	0.333333	4	9	0.307692	/	/	/
1	3884219	3884220	+	1	ENSG00000169598	DFFB	mRNA	19	12	0.612903	17	6	0.73913	1	/	/	7	5	0.583333	5	8	0.384615	/	/	/
1	5865229	5865230	-	0	ENSG00000131697	NPHP4	mRNA	5	61	0.0757576	4	48	0.0769231	/	/	/	7	63	0.1	12	50	0.193548	1	1	0.143939
1	6099176	6099177	+	1	ENSG00000069424	KCNAB2	mRNA	10	23	0.30303	9	11	0.45	1	/	/	12	4	0.75	13	7	0.65	/	/	/
1	6192973	6192974	-	0	ENSG00000116251	RPL22	mRNA	5	126	0.0381679	11	138	0.0738255	/	/	/	6	129	0.0444444	16	135	0.10596	/	1	/
1	6221385	6221386	-	1			intergenic	44	378	0.104265	36	275	0.115756	1	1	0.109141	26	445	0.0552017	28	517	0.0513761	/	/	/
1	6222148	6222149	-	1			intergenic	8	65	0.109589	7	47	0.12963	1	1	0.11811	4	65	0.057971	3	52	0.0545455	/	/	/
1	6222149	6222150	-	1			intergenic	8	66	0.108108	5	49	0.0925926	1	/	/	4	66	0.0571429	3	52	0.0545455	/	/	/
1	6222151	6222152	-	1			intergenic	13	55	0.191176	14	38	0.269231	1	1	0.225	10	55	0.153846	10	41	0.196078	1	1	0.172414
1	6222152	6222153	-	1			intergenic	13	55	0.191176	11	41	0.211538	1	1	0.2	9	56	0.138462	10	42	0.192308	1	1	0.162393
1	6222158	6222159	-	1			intergenic	13	49	0.209677	12	35	0.255319	1	1	0.229358	10	56	0.151515	10	38	0.208333	1	1	0.175439
1	6222162	6222163	-	1			intergenic	11	50	0.180328	10	38	0.208333	1	1	0.192661	6	59	0.0923077	9	44	0.169811	/	1	/
1	6222178	6222179	-	0			intergenic	7	67	0.0945946	6	51	0.105263	/	1	/	3	78	0.037037	5	60	0.0769231	/	/	/
1	6222179	6222180	-	1			intergenic	8	66	0.108108	6	52	0.103448	1	1	0.106061	4	78	0.0487805	5	60	0.0769231	/	/	/
1	6222180	6222181	-	1			intergenic	8	66	0.108108	7	51	0.12069	1	1	0.113636	2	80	0.0243902	3	62	0.0461538	/	/	/
1	6222182	6222183	-	0			intergenic	7	66	0.0958904	6	52	0.103448	/	1	/	3	78	0.037037	7	57	0.109375	/	1	/
1	6222183	6222184	-	1			intergenic	8	65	0.109589	8	50	0.137931	1	1	0.122137	3	76	0.0379747	7	56	0.111111	/	1	/
1	6222218	6222219	-	0			intergenic	4	55	0.0677966	2	47	0.0408163	/	/	/	2	58	0.0333333	7	55	0.112903	/	1	/
1	6222220	6222221	-	0			intergenic	2	55	0.0350877	1	44	0.0222222	/	/	/	2	57	0.0338983	7	54	0.114754	/	1	/
1	6222225	6222226	-	0			intergenic	3	50	0.0566038	1	40	0.0243902	/	/	/	3	56	0.0508475	7	55	0.112903	/	1	/
1	6222229	6222230	-	0			intergenic	3	48	0.0588235	1	41	0.0238095	/	/	/	3	55	0.0517241	6	54	0.1	/	1	/
1	6222308	6222309	-	0			intergenic	8	78	0.0930233	5	64	0.0724638	/	/	/	11	96	0.102804	19	116	0.140741	1	1	0.123967
1	6222316	6222317	-	0			intergenic	10	99	0.0917431	6	77	0.0722892	/	/	/	7	113	0.0583333	18	145	0.110429	/	1	/
1	6222317	6222318	-	0			intergenic	7	103	0.0636364	6	77	0.0722892	/	/	/	8	113	0.0661157	18	146	0.109756	/	1	/
1	6222319	6222320	-	0			intergenic	7	102	0.0642202	4	81	0.0470588	/	/	/	5	115	0.0416667	17	147	0.103659	/	1	/
1	6222320	6222321	-	0			intergenic	7	102	0.0642202	5	80	0.0588235	/	/	/	7	113	0.0583333	17	146	0.104294	/	1	/
1	6223359	6223360	-	0			intergenic	5	69	0.0675676	7	54	0.114754	/	1	/	3	101	0.0288462	5	84	0.0561798	/	/	/
1	6224282	6224283	-	0	ENSG00000116237	ICMT	mRNA	13	173	0.0698925	7	126	0.0526316	/	/	/	18	103	0.14876	12	127	0.0863309	1	/	/
1	6238729	6238730	+	0	ENSG00000225077	LINC00337	antisense	1	9	0.1	0	10	0.0	/	/	/	1	26	0.037037	5	32	0.135135	/	1	/
1	6251503	6251504	-	0	ENSG00000158292	GPR153	mRNA	7	126	0.0526316	15	131	0.10274	/	1	/	10	126	0.0735294	8	155	0.0490798	/	/	/
1	6522769	6522770	-	1	ENSG00000162408	NOL9	mRNA	6	52	0.103448	1	39	0.025	1	/	/	1	32	0.030303	3	22	0.12	/	/	/
1	6522777	6522778	-	1	ENSG00000162408	NOL9	mRNA	9	52	0.147541	2	40	0.047619	1	/	/	3	34	0.0810811	3	20	0.130435	/	/	/
1	6522778	6522779	-	1	ENSG00000162408	NOL9	mRNA	9	52	0.147541	2	40	0.047619	1	/	/	1	36	0.027027	3	20	0.130435	/	/	/
1	6522780	6522781	-	1	ENSG00000162408	NOL9	mRNA	11	50	0.180328	2	39	0.0487805	1	/	/	2	35	0.0540541	3	20	0.130435	/	/	/
1	6522781	6522782	-	1	ENSG00000162408	NOL9	mRNA	11	50	0.180328	2	39	0.0487805	1	/	/	2	35	0.0540541	3	20	0.130435	/	/	/
1	6522784	6522785	-	1	ENSG00000162408	NOL9	mRNA	10	48	0.172414	2	38	0.05	1	/	/	2	35	0.0540541	3	20	0.130435	/	/	/
1	6522786	6522787	-	1	ENSG00000162408	NOL9	mRNA	6	50	0.107143	2	38	0.05	1	/	/	1	36	0.027027	3	20	0.130435	/	/	/
1	6522787	6522788	-	1	ENSG00000162408	NOL9	mRNA	7	47	0.12963	2	38	0.05	1	/	/	1	36	0.027027	3	20	0.130435	/	/	/
1	6522846	6522847	-	1	ENSG00000162408	NOL9	mRNA	5	25	0.166667	2	14	0.125	1	/	/	1	14	0.0666667	0	6	0.0	/	/	/
1	6524857	6524858	-	0	ENSG00000162408	NOL9	mRNA	3	53	0.0535714	6	44	0.12	/	1	/	5	45	0.1	3	53	0.0535714	1	/	/
1	6524864	6524865	-	0	ENSG00000162408	NOL9	mRNA	2	60	0.0322581	7	48	0.127273	/	1	/	4	48	0.0769231	2	58	0.0333333	/	/	/
1	6524866	6524867	-	0	ENSG00000162408	NOL9	mRNA	4	59	0.0634921	6	50	0.107143	/	1	/	3	48	0.0588235	3	57	0.05	/	/	/
1	6554161	6554162	-	0	ENSG00000162408	NOL9	mRNA	1	59	0.0166667	2	36	0.0526316	/	/	/	2	42	0.0454545	5	44	0.102041	/	1	/
1	6649109	6649110	-	0	ENSG00000007923	DNAJC11	mRNA	5	55	0.0833333	7	51	0.12069	/	1	/	2	27	0.0689655	5	37	0.119048	/	1	/
1	6649110	6649111	-	0	ENSG00000007923	DNAJC11	mRNA	5	54	0.0847458	7	51	0.12069	/	1	/	2	26	0.0714286	5	37	0.119048	/	1	/
1	6887900	6887901	+	1	ENSG00000171735	CAMTA1	mRNA	8	56	0.125	9	50	0.152542	1	1	0.138211	2	76	0.025641	5	68	0.0684932	/	/	/
1	7786834	7786835	+	0	ENSG00000049246	PER3	mRNA	6	130	0.0441176	9	84	0.0967742	/	/	/	10	129	0.0719424	11	98	0.100917	/	1	/
1	7801143	7801144	+	1	ENSG00000049246	PER3	mRNA	21	22	0.488372	7	20	0.259259	1	/	/	12	20	0.375	14	17	0.451613	1	1	0.412698
1	7820529	7820530	+	1	ENSG00000049246	PER3	mRNA	18	88	0.169811	2	58	0.0333333	1	/	/	10	72	0.121951	9	86	0.0947368	1	/	/
1	7820534	7820535	-	1	ENSG00000236266	RP3-467L1.4	antisense	23	75	0.234694	36	46	0.439024	1	1	0.327778	29	50	0.367089	42	63	0.4	1	1	0.38587
1	8355555	8355556	-	0	ENSG00000142599	RERE	mRNA	26	323	0.0744986	37	257	0.12585	/	1	/	38	218	0.148438	31	267	0.104027	1	1	0.124549
1	8356195	8356196	-	1	ENSG00000142599	RERE	mRNA	40	50	0.444444	21	38	0.355932	1	1	0.409396	19	46	0.292308	28	27	0.509091	1	1	0.391667
1	8360321	8360322	-	1	ENSG00000142599	RERE	mRNA	15	135	0.1	17	105	0.139344	1	1	0.117647	15	76	0.164835	13	80	0.139785	1	1	0.152174
1	8703297	8703298	-	1	ENSG00000142599	RERE	mRNA	39	229	0.145522	65	270	0.19403	1	1	0.172471	19	202	0.0859729	13	258	0.0479705	/	/	/
1	8792518	8792519	-	1	ENSG00000142599	RERE	mRNA	40	18	0.689655	20	20	0.5	1	1	0.612245	20	13	0.606061	28	19	0.595745	1	1	0.6
1	8861308	8861309	-	1	ENSG00000074800	ENO1	mRNA	31	253	0.109155	14	189	0.0689655	1	/	/	22	185	0.10628	25	223	0.100806	1	1	0.103297
1	8864097	8864098	-	1	ENSG00000074800	ENO1	mRNA	5	45	0.1	4	22	0.153846	1	/	/	6	33	0.153846	7	33	0.175	1	1	0.164557
1	8864102	8864103	-	1	ENSG00000074800	ENO1	mRNA	38	8	0.826087	23	6	0.793103	1	/	/	23	8	0.741935	23	9	0.71875	1	1	0.730159
1	8866508	8866509	-	1	ENSG00000074800	ENO1	mRNA	65	380	0.146067	44	362	0.108374	1	1	0.128085	49	343	0.125	49	335	0.127604	1	1	0.126289
1	9267098	9267099	+	0	ENSG00000049239	H6PD	mRNA	1	55	0.0178571	5	38	0.116279	/	1	/	2	36	0.0526316	4	46	0.08	/	/	/
1	9267104	9267105	+	0	ENSG00000049239	H6PD	mRNA	0	65	0.0	6	44	0.12	/	1	/	2	36	0.0526316	1	48	0.0204082	/	/	/
1	9539484	9539485	+	0	ENSG00000171612	SLC25A33	mRNA	2	65	0.0298507	7	66	0.0958904	/	/	/	8	56	0.125	7	78	0.0823529	1	/	/
1	9582431	9582432	+	0	ENSG00000171612	SLC25A33	mRNA	0	75	0.0	2	59	0.0327869	/	/	/	6	54	0.1	2	57	0.0338983	1	/	/
1	9602775	9602776	+	1	ENSG00000188807	TMEM201	mRNA	23	158	0.127072	18	112	0.138462	1	1	0.131833	22	110	0.166667	16	133	0.107383	1	1	0.135231
1	9602785	9602786	+	1	ENSG00000188807	TMEM201	mRNA	29	164	0.150259	22	115	0.160584	1	1	0.154545	24	122	0.164384	21	135	0.134615	1	1	0.149007
1	9602786	9602787	+	1	ENSG00000188807	TMEM201	mRNA	32	162	0.164948	23	116	0.165468	1	1	0.165165	21	125	0.143836	19	140	0.119497	1	1	0.131148
1	9602787	9602788	+	1	ENSG00000188807	TMEM201	mRNA	30	168	0.151515	22	117	0.158273	1	1	0.154303	27	122	0.181208	17	142	0.106918	1	1	0.142857
1	9602788	9602789	+	1	ENSG00000188807	TMEM201	mRNA	30	169	0.150754	23	116	0.165468	1	1	0.156805	29	120	0.194631	17	142	0.106918	1	1	0.149351
1	9603048	9603049	+	0	ENSG00000188807	TMEM201	mRNA	2	60	0.0322581	3	38	0.0731707	/	/	/	1	28	0.0344828	8	35	0.186047	/	1	/
1	10326258	10326259	-	0			intergenic	9	166	0.0514286	22	117	0.158273	/	1	/	5	84	0.0561798	15	112	0.11811	/	1	/
1	10326268	10326269	+	0	ENSG00000054523	KIF1B	mRNA	5	61	0.0757576	7	35	0.166667	/	1	/	2	26	0.0714286	4	43	0.0851064	/	/	/
1	10342148	10342149	+	1	ENSG00000054523	KIF1B	mRNA	13	30	0.302326	6	36	0.142857	1	1	0.223529	5	17	0.227273	4	22	0.153846	/	/	/
1	10375296	10375297	+	1	ENSG00000054523	KIF1B	mRNA	8	44	0.153846	7	20	0.259259	1	/	/	7	25	0.21875	4	31	0.114286	1	/	/
1	10375301	10375302	-	1			intergenic	25	6	0.806452	16	2	0.888889	1	/	/	24	1	0.96	16	4	0.8	/	/	/
1	10379872	10379873	+	1	ENSG00000054523	KIF1B	mRNA	16	90	0.150943	23	51	0.310811	1	1	0.216667	11	82	0.11828	5	57	0.0806452	1	/	/
1	10416978	10416979	+	0	ENSG00000142657	PGD	mRNA	3	76	0.0379747	5	44	0.102041	/	1	/	4	35	0.102564	4	44	0.0833333	/	/	/
1	10461566	10461567	-	1	ENSG00000160049	DFFA	mRNA	7	53	0.116667	4	30	0.117647	1	/	/	2	19	0.0952381	0	41	0.0	/	/	/
1	11020514	11020515	+	1	ENSG00000120948	TARDBP	mRNA	25	73	0.255102	16	48	0.25	1	1	0.253086	18	66	0.214286	20	59	0.253165	1	1	0.233129
1	11479310	11479311	+	1	ENSG00000204624	PTCHD2	mRNA	13	78	0.142857	9	73	0.109756	1	1	0.127168	11	77	0.125	10	95	0.0952381	1	/	/
1	11530968	11530969	+	1	ENSG00000204624	PTCHD2	mRNA	14	63	0.181818	9	46	0.163636	1	1	0.174242	13	66	0.164557	11	61	0.152778	1	1	0.15894
1	11736124	11736125	+	0			intergenic	6	72	0.0769231	4	42	0.0869565	/	/	/	7	57	0.109375	4	27	0.129032	1	/	/
1	11736129	11736130	+	0			intergenic	11	107	0.0932203	4	92	0.0416667	/	/	/	11	95	0.103774	5	66	0.0704225	1	/	/
1	11736130	11736131	+	1			intergenic	13	105	0.110169	5	93	0.0510204	1	/	/	11	96	0.102804	5	66	0.0704225	1	/	/
1	11750543	11750544	+	1	ENSG00000177674	AGTRAP	mRNA	6	33	0.153846	0	26	0.0	1	/	/	1	21	0.0454545	0	17	0.0	/	/	/
1	11788666	11788667	+	0	ENSG00000215910	C1orf167	mRNA	3	55	0.0517241	2	34	0.0555556	/	/	/	5	44	0.102041	2	51	0.0377358	1	/	/
1	11806257	11806258	-	0			intergenic	3	47	0.06	1	33	0.0294118	/	/	/	7	34	0.170732	10	45	0.181818	1	1	0.177083
1	11806293	11806294	-	0			intergenic	1	59	0.0166667	4	43	0.0851064	/	/	/	7	54	0.114754	2	59	0.0327869	1	/	/
1	11842814	11842815	+	0	ENSG00000011021	CLCN6	mRNA	0	87	0.0	0	68	0.0	/	/	/	0	41	0.0	5	38	0.116279	/	1	/
1	11922896	11922897	-	0	ENSG00000116685	KIAA2013	mRNA	8	126	0.0597015	13	108	0.107438	/	1	/	7	69	0.0921053	8	114	0.0655738	/	/	/
1	11925513	11925514	-	0	ENSG00000116685	KIAA2013	mRNA	4	61	0.0615385	5	54	0.0847458	/	/	/	5	50	0.0909091	10	63	0.136986	/	1	/
1	11970665	11970666	+	0	ENSG00000083444	PLOD1	mRNA	4	30	0.117647	6	40	0.130435	/	1	/	2	40	0.047619	4	47	0.0784314	/	/	/
1	11970666	11970667	+	0	ENSG00000083444	PLOD1	mRNA	18	4	0.818182	13	1	0.928571	/	/	/	22	2	0.916667	30	2	0.9375	/	1	/
1	11974645	11974646	+	0	ENSG00000083444	PLOD1	mRNA	4	39	0.0930233	3	31	0.0882353	/	/	/	3	28	0.0967742	12	27	0.307692	/	1	/
1	11975275	11975276	+	1			intergenic	171	699	0.196552	166	693	0.193248	1	1	0.19491	224	659	0.253681	227	723	0.238947	1	1	0.246045
1	12001977	12001978	+	1	ENSG00000116688	MFN2	mRNA	6	54	0.1	7	46	0.132075	1	1	0.115044	6	46	0.115385	9	52	0.147541	1	1	0.132743
1	12191775	12191776	+	1	ENSG00000028137	TNFRSF1B	mRNA	8	53	0.131148	8	27	0.228571	1	1	0.166667	4	41	0.0888889	5	35	0.125	/	1	/
1	12348927	12348928	-	1			intergenic	7	31	0.184211	2	35	0.0540541	1	/	/	2	23	0.08	6	16	0.272727	/	/	/
1	12580519	12580520	-	1	ENSG00000162496	DHRS3	mRNA	22	28	0.44	17	39	0.303571	1	1	0.367925	9	15	0.375	10	20	0.333333	/	1	/
1	14681762	14681763	-	1			intergenic	27	77	0.259615	13	55	0.191176	1	1	0.232558	4	50	0.0740741	9	54	0.142857	/	1	/
1	14681776	14681777	-	1			intergenic	28	80	0.259259	13	60	0.178082	1	1	0.226519	5	54	0.0847458	8	57	0.123077	/	1	/
1	14681777	14681778	-	1			intergenic	28	81	0.256881	13	61	0.175676	1	1	0.224044	5	55	0.0833333	10	56	0.151515	/	1	/
1	14681778	14681779	-	1			intergenic	27	82	0.247706	12	62	0.162162	1	1	0.213115	6	54	0.1	9	57	0.136364	1	1	0.119048
1	14681780	14681781	-	1			intergenic	29	82	0.261261	13	61	0.175676	1	1	0.227027	5	55	0.0833333	10	57	0.149254	/	1	/
1	14681781	14681782	-	1			intergenic	26	85	0.234234	13	62	0.173333	1	1	0.209677	5	55	0.0833333	9	59	0.132353	/	1	/
1	14681840	14681841	-	1			intergenic	11	68	0.139241	1	63	0.015625	1	/	/	2	37	0.0512821	1	52	0.0188679	/	/	/
1	14924415	14924416	+	1	ENSG00000189337	KAZN	mRNA	12	78	0.133333	7	76	0.0843373	1	/	/	0	74	0.0	5	84	0.0561798	/	/	/
1	14924449	14924450	+	1	ENSG00000189337	KAZN	mRNA	47	68	0.408696	43	63	0.40566	1	1	0.40724	47	49	0.489583	50	68	0.423729	1	1	0.453271
1	14924450	14924451	+	1	ENSG00000189337	KAZN	mRNA	46	72	0.389831	45	62	0.420561	1	1	0.404444	44	52	0.458333	52	67	0.436975	1	1	0.446512
1	14924463	14924464	+	1	ENSG00000189337	KAZN	mRNA	54	77	0.412214	48	67	0.417391	1	1	0.414634	54	54	0.5	57	81	0.413043	1	1	0.45122
1	14924464	14924465	+	1	ENSG00000189337	KAZN	mRNA	54	77	0.412214	47	69	0.405172	1	1	0.408907	55	53	0.509259	59	79	0.427536	1	1	0.463415
1	14924465	14924466	+	1	ENSG00000189337	KAZN	mRNA	54	77	0.412214	50	67	0.42735	1	1	0.419355	53	56	0.486239	57	82	0.410072	1	1	0.443548
1	14924466	14924467	+	1	ENSG00000189337	KAZN	mRNA	55	76	0.419847	51	66	0.435897	1	1	0.427419	55	54	0.504587	58	81	0.417266	1	1	0.455645
1	14924467	14924468	+	1	ENSG00000189337	KAZN	mRNA	54	78	0.409091	48	69	0.410256	1	1	0.409639	55	54	0.504587	58	82	0.414286	1	1	0.453815
1	15382173	15382174	-	0			intergenic	0	8	0.0	0	20	0.0	/	/	/	2	21	0.0869565	6	32	0.157895	/	1	/
1	15409430	15409431	+	1			intergenic	12	46	0.206897	8	39	0.170213	1	1	0.190476	12	60	0.166667	15	52	0.223881	1	1	0.194245
1	15409431	15409432	+	1			intergenic	43	61	0.413462	52	49	0.514851	1	1	0.463415	48	50	0.489796	44	69	0.389381	1	1	0.436019
1	15409432	15409433	+	1			intergenic	32	58	0.355556	34	44	0.435897	1	1	0.392857	30	70	0.3	36	65	0.356436	1	1	0.328358
1	15428886	15428887	+	0	ENSG00000142634	EFHD2	mRNA	3	28	0.0967742	6	28	0.176471	/	1	/	8	27	0.228571	4	27	0.129032	1	/	/
1	15429120	15429121	+	1			intergenic	5	35	0.125	0	36	0.0	1	/	/	0	42	0.0	1	37	0.0263158	/	/	/
1	15572629	15572630	-	1	ENSG00000116771	AGMAT	mRNA	6	49	0.109091	3	30	0.0909091	1	/	/	4	25	0.137931	1	36	0.027027	/	/	/
1	15572641	15572642	-	1	ENSG00000116771	AGMAT	mRNA	6	45	0.117647	3	22	0.12	1	/	/	3	23	0.115385	0	33	0.0	/	/	/
1	15828226	15828227	+	0			intergenic	18	9	0.666667	16	7	0.695652	/	/	/	14	6	0.7	22	11	0.666667	/	1	/
1	15828287	15828288	+	1	ENSG00000178715	RP11-169K16.8	pseudogene	28	46	0.378378	26	37	0.412698	1	1	0.394161	32	34	0.484848	27	40	0.402985	1	1	0.443609
1	15931483	15931484	+	0	ENSG00000065526	SPEN	mRNA	6	102	0.0555556	7	104	0.0630631	/	/	/	10	69	0.126582	10	82	0.108696	1	1	0.116959
1	15937207	15937208	+	1	ENSG00000065526	SPEN	mRNA	18	93	0.162162	11	66	0.142857	1	1	0.154255	14	89	0.135922	15	95	0.136364	1	1	0.13615
1	16022661	16022662	+	1	ENSG00000186510	CLCNKA	mRNA	12	104	0.103448	3	73	0.0394737	1	/	/	10	76	0.116279	8	69	0.103896	1	1	0.110429
1	16026580	16026581	+	0	ENSG00000186510	CLCNKA	mRNA	6	91	0.0618557	8	70	0.102564	/	1	/	7	73	0.0875	7	47	0.12963	/	1	/
1	16029247	16029248	+	1	ENSG00000186510	CLCNKA	mRNA	6	30	0.166667	3	26	0.103448	1	/	/	0	24	0.0	1	22	0.0434783	/	/	/
1	16031758	16031759	+	1	ENSG00000186510	CLCNKA	mRNA	17	17	0.5	20	14	0.588235	1	1	0.544118	21	8	0.724138	23	6	0.793103	/	/	/
1	16133878	16133879	-	1	ENSG00000142627	EPHA2	mRNA	74	626	0.105714	42	498	0.0777778	1	/	/	55	442	0.110664	66	415	0.137214	1	1	0.123722
1	16137921	16137922	-	0	ENSG00000142627	EPHA2	mRNA	61	693	0.0809019	64	521	0.109402	/	1	/	62	542	0.102649	68	452	0.130769	1	1	0.115658
1	16232567	16232568	-	0	ENSG00000132881	RSG1	mRNA	3	30	0.0909091	3	22	0.12	/	/	/	3	36	0.0769231	5	35	0.125	/	1	/
1	16395244	16395245	+	1			intergenic	37	63	0.37	27	37	0.421875	1	1	0.390244	31	42	0.424658	37	53	0.411111	1	1	0.417178
1	16396654	16396655	+	1			intergenic	153	90	0.62963	141	55	0.719388	1	1	0.669704	66	110	0.375	73	116	0.386243	1	1	0.380822
1	16451922	16451923	+	0	ENSG00000157191	NECAP2	mRNA	20	2	0.909091	30	0	1.0	/	1	/	24	1	0.96	25	1	0.961538	/	/	/
1	16451951	16451952	+	1	ENSG00000157191	NECAP2	mRNA	33	30	0.52381	21	35	0.375	1	1	0.453782	24	34	0.413793	18	45	0.285714	1	1	0.347107
1	16451952	16451953	+	1	ENSG00000157191	NECAP2	mRNA	59	6	0.907692	49	9	0.844828	1	1	0.878049	52	5	0.912281	48	15	0.761905	1	1	0.833333
1	16451953	16451954	+	1	ENSG00000157191	NECAP2	mRNA	59	6	0.907692	56	2	0.965517	1	1	0.934959	57	1	0.982759	63	5	0.926471	1	1	0.952381
1	16451954	16451955	+	1	ENSG00000157191	NECAP2	mRNA	60	6	0.909091	58	2	0.966667	1	1	0.936508	59	3	0.951613	62	10	0.861111	1	1	0.902985
1	16451955	16451956	+	1	ENSG00000157191	NECAP2	mRNA	64	4	0.941176	58	3	0.95082	1	1	0.945736	56	4	0.933333	62	11	0.849315	1	1	0.887218
1	16583595	16583596	-	0	ENSG00000219481	NBPF1	mRNA	4	47	0.0784314	9	56	0.138462	/	1	/	9	53	0.145161	5	49	0.0925926	1	/	/
1	16760269	16760270	+	0			intergenic	6	69	0.08	2	42	0.0454545	/	/	/	8	60	0.117647	3	47	0.06	1	/	/
1	16987122	16987123	-	1	ENSG00000159363	ATP13A2	mRNA	84	354	0.191781	94	342	0.215596	1	1	0.203661	47	468	0.0912621	39	503	0.0719557	/	/	/
1	16992391	16992392	-	0	ENSG00000159363	ATP13A2	mRNA	1	27	0.0357143	0	32	0.0	/	/	/	5	31	0.138889	0	20	0.0	1	/	/
1	17054000	17054001	-	0	ENSG00000117118	SDHB	mRNA	3	28	0.0967742	3	22	0.12	/	/	/	5	41	0.108696	4	40	0.0909091	1	/	/
1	17240663	17240664	-	1			intergenic	14	90	0.134615	22	74	0.229167	1	1	0.18	38	114	0.25	38	117	0.245161	1	1	0.247557
1	17407245	17407246	-	1	ENSG00000179051	RCC2	mRNA	121	744	0.139884	131	737	0.150922	1	1	0.145413	61	887	0.064346	61	985	0.0583174	/	/	/
1	17408205	17408206	-	1	ENSG00000179051	RCC2	mRNA	8	42	0.16	3	35	0.0789474	1	/	/	2	23	0.08	4	32	0.111111	/	/	/
1	17408715	17408716	-	0	ENSG00000179051	RCC2	mRNA	4	40	0.0909091	2	59	0.0327869	/	/	/	2	50	0.0384615	7	47	0.12963	/	1	/
1	17438518	17438519	-	0	ENSG00000179051	RCC2	mRNA	9	169	0.0505618	22	189	0.104265	/	1	/	22	230	0.0873016	23	228	0.0916335	/	/	/
1	17438524	17438525	-	1	ENSG00000179051	RCC2	mRNA	9	77	0.104651	7	67	0.0945946	1	/	/	15	103	0.127119	7	94	0.0693069	1	/	/
1	17438525	17438526	-	0	ENSG00000179051	RCC2	mRNA	6	84	0.0666667	6	69	0.08	/	/	/	10	112	0.0819672	14	93	0.130841	/	1	/
1	18902498	18902499	-	0	ENSG00000159423	ALDH4A1	mRNA	5	22	0.185185	4	14	0.222222	/	/	/	5	28	0.151515	12	27	0.307692	1	1	0.236111
