chr	start	end	strand	label	gene_type	gene_name	gene_pos	unconverted	converted	ratio
11	17388140	17388141	-		protein_coding	ENSG00000187486(KCNJ11)	1191	5	29	0.147058824
11	18506889	18506890	-		protein_coding	ENSG00000074319(TSG101)	20062	55	490	0.100917431
11	20055916	20055917	+		protein_coding	ENSG00000166833(NAV2)	705194	19	21	0.475
11	20494174	20494175	+		protein_coding	ENSG00000185238(PRMT3)	106618	18	725	0.02422611
11	33085073	33085074	-		protein_coding	ENSG00000176102(CSTF3)	77298	16	364	0.042105263
11	35620155	35620156	+		protein_coding	ENSG00000179431(FJX1)	1697	18	316	0.053892216
11	36229320	36229321	+		protein_coding	ENSG00000179241(LDLRAD3)	285341	7	110	0.05982906
11	44932916	44932917	-		protein_coding	ENSG00000175274(TP53I11)	18390	10	214	0.044642857
11	44933312	44933313	-		protein_coding	ENSG00000175274(TP53I11)	17994	8	121	0.062015504
11	45924057	45924058	+		protein_coding	ENSG00000165905(LARGE2)	2438	6	23	0.206896552
11	45971189	45971190	-		protein_coding	ENSG00000135365(PHF21A)	150265	8	250	0.031007752
11	46672264	46672265	+		protein_coding	ENSG00000175224(ATG13)	54739	39	1262	0.029976941
11	46673335	46673336	+		protein_coding	ENSG00000175224(ATG13)	55810	13	240	0.051383399
11	46673336	46673337	+		protein_coding	ENSG00000175224(ATG13)	55811	25	239	0.09469697
11	46678358	46678359	-		protein_coding	ENSG00000175220(ARHGAP1)	22261	22	216	0.092436975
11	46752650	46752651	-		protein_coding	ENSG00000175216(CKAP5)	93658	19	984	0.01894317
11	47239885	47239886	-		protein_coding	ENSG00000134575(ACP2)	9021	10	122	0.075757576
11	47415103	47415104	+		protein_coding	ENSG00000165915(SLC39A13)	7973	17	82	0.171717172
11	47415977	47415978	+		protein_coding	ENSG00000165915(SLC39A13)	8847	7	137	0.048611111
11	47580902	47580903	+		protein_coding	ENSG00000213619(NDUFS3)	15568	15	960	0.015384615
11	47783081	47783082	-		protein_coding	ENSG00000030066(NUP160)	65474	16	803	0.01953602
11	59575338	59575339	-		protein_coding	ENSG00000110048(OSBP)	40436	13	730	0.017496635
11	59652900	59652901	-		protein_coding	ENSG00000166889(PATL1)	16137	11	283	0.037414966
11	60850416	60850417	+		protein_coding	ENSG00000110104(CCDC86)	8305	56	899	0.058638743
11	61132375	61132376	-		protein_coding	ENSG00000167987(VPS37C)	29240	7	83	0.077777778
11	61299867	61299868	-		protein_coding	ENSG00000167986(DDB1)	42729	19	1649	0.011390887
11	61337942	61337943	+		protein_coding	ENSG00000149476(TKFC)	4724	12	446	0.026200873
11	61338030	61338031	+		protein_coding	ENSG00000149476(TKFC)	4812	11	494	0.021782178
11	61341486	61341487	+		protein_coding	ENSG00000149476(TKFC)	8268	9	195	0.044117647
11	61349481	61349482	-		protein_coding	ENSG00000162144(CYB561A3)	12802	7	144	0.046357616
11	61800165	61800166	-		protein_coding	ENSG00000149485(FADS1)	29153	7	161	0.041666667
11	61866670	61866671	+		protein_coding	ENSG00000134824(FADS2)	73692	17	106	0.138211382
11	62338021	62338022	+		protein_coding	ENSG00000162174(ASRGL1)	575	58	367	0.136470588
11	62596645	62596646	-		protein_coding	ENSG00000149480(MTA2)	5220	18	1562	0.011392405
11	62625616	62625617	-		protein_coding	ENSG00000089597(GANAB)	21110	13	216	0.056768559
11	62629245	62629246	-		protein_coding	ENSG00000089597(GANAB)	17481	67	2093	0.031018519
11	62631069	62631070	-		protein_coding	ENSG00000089597(GANAB)	15657	42	1275	0.031890661
11	62633973	62633974	-		protein_coding	ENSG00000089597(GANAB)	12753	7	95	0.068627451
11	62639437	62639438	-		protein_coding	ENSG00000089597(GANAB)	7289	47	1097	0.041083916
11	62671726	62671727	-		protein_coding	ENSG00000162194(LBHD1)	541	9	139	0.060810811
11	62852226	62852227	-		lncRNA	ENSG00000255717(SNHG1)	3727	31	1538	0.019757808
11	63681727	63681728	+		protein_coding	ENSG00000133318(RTN3)	283	20	1117	0.01759015
11	63758890	63758891	+		protein_coding	ENSG00000133318(RTN3)	77446	284	961	0.22811245
11	63768715	63768716	-		protein_coding	ENSG00000188070(ZFTA)	60	14	118	0.106060606
11	63818996	63818997	+		protein_coding	ENSG00000168005(SPINDOC)	5542	8	156	0.048780488
11	64234066	64234067	+		protein_coding	ENSG00000110011(DNAJC4)	3790	20	59	0.253164557
11	64284326	64284327	-		protein_coding	ENSG00000002330(BAD)	378	15	996	0.014836795
11	64285219	64285220	+		protein_coding	ENSG00000173264(GPR137)	15159	9	87	0.09375
11	64288440	64288441	+		protein_coding	ENSG00000173264(GPR137)	18380	100	79	0.558659218
11	64321060	64321061	+		protein_coding	ENSG00000126432(PRDX5)	2941	61	2974	0.020098847
11	64801599	64801600	-		protein_coding	ENSG00000168067(MAP4K2)	1642	5	26	0.161290323
11	64934089	64934090	+		protein_coding	ENSG00000068971(PPP2R5B)	16538	24	341	0.065753425
11	65035652	65035653	+		protein_coding	ENSG00000110025(SNX15)	8215	15	179	0.077319588
11	65128567	65128568	-		protein_coding	ENSG00000162298(SYVN1)	5965	9	212	0.040723982
11	65172685	65172686	+		protein_coding	ENSG00000204710(SPDYC)	2454	9	78	0.103448276
11	65539223	65539224	-		protein_coding	ENSG00000168056(LTBP3)	19707	25	289	0.079617834
11	65547471	65547472	-		protein_coding	ENSG00000168056(LTBP3)	11459	6	90	0.0625
11	65554214	65554215	-		protein_coding	ENSG00000168056(LTBP3)	4716	17	26	0.395348837
11	65654447	65654448	-		protein_coding	ENSG00000173039(RELA)	8643	11	112	0.089430894
11	65780106	65780107	-		protein_coding	ENSG00000254470(AP5B1)	870	8	59	0.119402985
11	66267482	66267483	+		protein_coding	ENSG00000174996(KLC2)	10190	11	35	0.239130435
11	66276686	66276687	+		protein_coding	ENSG00000174903(RAB1B)	8098	43	327	0.116216216
11	66276687	66276688	+		protein_coding	ENSG00000174903(RAB1B)	8099	12	359	0.032345013
11	66480214	66480215	-		lncRNA	ENSG00000255517(DPP3-DT)	82	5	49	0.092592593
11	66685447	66685448	-		protein_coding	ENSG00000173898(SPTBN2)	59223	13	244	0.050583658
11	66788237	66788238	+		protein_coding	ENSG00000173715(C11orf80)	43788	17	89	0.160377358
11	66843191	66843192	+		protein_coding	ENSG00000173715(C11orf80)	98742	9	70	0.113924051
11	66868898	66868899	-		protein_coding	ENSG00000173599(PC)	89488	20	100	0.166666667
11	67119566	67119567	+		protein_coding	ENSG00000173120(KDM2A)	305	9	27	0.25
11	67432773	67432774	+		protein_coding	ENSG00000175634(RPS6KB2)	4315	302	176	0.631799163
11	67434619	67434620	+		protein_coding	ENSG00000175634(RPS6KB2)	6161	26	508	0.048689139
11	67465060	67465061	-		protein_coding	ENSG00000172663(TMEM134)	4212	18	119	0.131386861
11	67612533	67612534	+		protein_coding	ENSG00000167792(NDUFV1)	6882	10	452	0.021645022
11	68348134	68348135	+		protein_coding	ENSG00000162337(LRP5)	35545	15	197	0.070754717
11	70355638	70355639	+		protein_coding	ENSG00000131626(PPFIA1)	84950	14	473	0.028747433
11	70355737	70355738	+		protein_coding	ENSG00000131626(PPFIA1)	85049	14	499	0.027290448
11	71478938	71478939	+		protein_coding	ENSG00000172890(NADSYN1)	25831	5	48	0.094339623
11	72014796	72014797	-		protein_coding	ENSG00000137497(NUMA1)	65897	16	594	0.026229508
11	72097911	72097912	-		protein_coding	ENSG00000149357(LAMTOR1)	5386	21	1356	0.015250545
11	72224887	72224888	+		protein_coding	ENSG00000165458(INPPL1)	1188	24	304	0.073170732
11	72224888	72224889	+		protein_coding	ENSG00000165458(INPPL1)	1189	33	290	0.102167183
11	72829426	72829427	+		protein_coding	ENSG00000168010(ATG16L2)	15022	21	87	0.194444444
11	73308896	73308897	+		protein_coding	ENSG00000110237(ARHGEF17)	622	5	28	0.151515152
11	73978412	73978413	-		protein_coding	ENSG00000175567(UCP2)	4431	19	370	0.048843188
11	74745694	74745695	-		Other features	.	.	159	6355	0.024408965
11	75405687	75405688	+		protein_coding	ENSG00000149273(RPS3)	6174	60	2441	0.023990404
11	75815427	75815428	+		protein_coding	ENSG00000198382(UVRAG)	219	5	55	0.083333333
11	77336113	77336114	-		protein_coding	ENSG00000149269(PAK1)	138522	13	291	0.042763158
11	78124097	78124098	-		protein_coding	ENSG00000159063(ALG8)	15563	7	135	0.049295775
11	102110831	102110832	+		protein_coding	ENSG00000137693(YAP1)	386	6	50	0.107142857
11	113854274	113854275	-		protein_coding	ENSG00000048028(USP28)	21298	8	80	0.090909091
11	117412825	117412826	+		protein_coding	ENSG00000110274(CEP164)	98270	13	39	0.25
11	118601899	118601900	+		protein_coding	ENSG00000095139(ARCN1)	29511	21	123	0.145833333
11	119048064	119048065	-		protein_coding	ENSG00000149428(HYOU1)	9163	17	829	0.020094563
11	119055003	119055004	-		protein_coding	ENSG00000149428(HYOU1)	2224	20	1170	0.016806723
11	119107557	119107558	+		protein_coding	ENSG00000172375(C2CD2L)	5361	13	101	0.114035088
11	119308933	119308934	-		protein_coding	ENSG00000076706(MCAM)	12588	10	164	0.057471264
11	119309810	119309811	-		protein_coding	ENSG00000076706(MCAM)	11711	14	22	0.388888889
11	119310804	119310805	-		protein_coding	ENSG00000076706(MCAM)	10717	8	148	0.051282051
11	120228886	120228887	+		protein_coding	ENSG00000184232(OAF)	17856	20	416	0.04587156
11	124747004	124747005	+		protein_coding	ENSG00000154146(NRGN)	7064	16	255	0.05904059
11	125620016	125620017	+		protein_coding	ENSG00000134910(STT3A)	28306	60	2633	0.022279985
11	129864220	129864221	-		protein_coding	ENSG00000170322(NFRKB)	31370	7	44	0.137254902
11	130130049	130130050	+		protein_coding	ENSG00000084234(APLP2)	61904	20	1745	0.011331445
11	130144304	130144305	+		protein_coding	ENSG00000084234(APLP2)	76159	9	57	0.136363636
11	134224896	134224897	+		protein_coding	ENSG00000151502(VPS26B)	227	27	215	0.111570248
12	1495286	1495287	+		protein_coding	ENSG00000082805(ERC1)	504779	13	85	0.132653061
12	1757780	1757781	-		pseudogene	ENSG00000243663(RPS4XP14)	231	7	5	0.583333333
12	3811538	3811539	-		protein_coding	ENSG00000111224(PARP11)	61910	8	164	0.046511628
12	4633986	4633987	-		protein_coding	ENSG00000111254(AKAP3)	15065	7	105	0.0625
12	6538369	6538370	+		protein_coding	ENSG00000111640(GAPDH)	3859	13	487	0.026
12	6673412	6673413	-		protein_coding	ENSG00000126746(ZNF384)	16160	34	662	0.048850575
12	6678320	6678321	-		protein_coding	ENSG00000126746(ZNF384)	11252	11	328	0.032448378
12	6724689	6724690	+		protein_coding	ENSG00000111652(COPS7A)	677	49	812	0.056910569
12	6748224	6748225	-		protein_coding	ENSG00000089693(MLF2)	19251	17	133	0.113333333
12	6766499	6766500	+		protein_coding	ENSG00000159335(PTMS)	985	13	771	0.016581633
12	6770666	6770667	+		protein_coding	ENSG00000159335(PTMS)	5152	22	71	0.23655914
12	6849673	6849674	-		protein_coding	ENSG00000111665(CDCA3)	1619	16	186	0.079207921
12	6863195	6863196	+		protein_coding	ENSG00000111667(USP5)	11049	13	725	0.017615176
12	6867574	6867575	+		protein_coding	ENSG00000111669(TPI1)	457	109	3064	0.034352348
12	6944525	6944526	+		protein_coding	ENSG00000111678(C12orf57)	1549	43	2763	0.015324305
12	6944527	6944528	+		protein_coding	ENSG00000111678(C12orf57)	1551	102	2705	0.036337727
12	6965667	6965668	-		protein_coding	ENSG00000215021(PHB2)	5113	118	2949	0.038474079
12	7209061	7209062	+		protein_coding	ENSG00000139197(PEX5)	20378	27	179	0.131067961
12	7919356	7919357	-		protein_coding	ENSG00000059804(SLC2A3)	16831	10	165	0.057142857
12	8053221	8053222	+		protein_coding	ENSG00000065970(FOXJ2)	20507	12	86	0.12244898
12	8773695	8773696	+		protein_coding	ENSG00000166532(RIMKLB)	92097	18	495	0.035087719
12	9239323	9239324	-		pseudogene	ENSG00000256069(A2MP1)	36494	6	61	0.089552239
12	14794733	14794734	-		protein_coding	ENSG00000084463(WBP11)	8753	7	148	0.04516129
12	19440689	19440690	+		protein_coding	ENSG00000139154(AEBP2)	36646	4	19	0.173913043
12	22661093	22661094	+		protein_coding	ENSG00000139163(ETNK1)	36020	8	203	0.037914692
12	24814797	24814798	-		protein_coding	ENSG00000060982(BCAT1)	134304	23	748	0.029831388
12	24814820	24814821	-		protein_coding	ENSG00000060982(BCAT1)	134281	16	567	0.027444254
12	31590826	31590827	-		protein_coding	ENSG00000170456(DENND5B)	310	14	1	0.933333333
12	34190218	34190219	-		Other features	.	.	20	0	1.0
12	40105901	40105902	-		protein_coding	ENSG00000151229(SLC2A13)	188	4	5	0.444444444
12	46268565	46268566	-		protein_coding	ENSG00000111371(SLC38A1)	1452	60	312	0.161290323
12	47968876	47968877	+		protein_coding	ENSG00000134291(TMEM106C)	5309	12	395	0.029484029
12	47974838	47974839	-		protein_coding	ENSG00000139219(COL2A1)	29716	9	172	0.049723757
12	48137806	48137807	+		protein_coding	ENSG00000152556(PFKM)	32669	40	588	0.063694268
12	48965574	48965575	-		protein_coding	ENSG00000169884(WNT10B)	6161	9	63	0.125
12	51196024	51196025	-		protein_coding	ENSG00000184271(POU6F1)	22038	7	42	0.142857143
12	52070203	52070204	+		protein_coding	ENSG00000123395(ATG101)	959	14	273	0.048780488
12	53102117	53102118	+		protein_coding	ENSG00000167779(IGFBP6)	4683	13	8	0.619047619
12	53292019	53292020	+		protein_coding	ENSG00000135476(ESPL1)	23722	15	256	0.055350554
12	53306767	53306768	+		protein_coding	ENSG00000139637(MYG1)	7074	16	293	0.051779935
12	53321439	53321440	-		protein_coding	ENSG00000094914(AAAS)	3425	23	190	0.107981221
12	53467819	53467820	+		protein_coding	ENSG00000197111(PCBP2)	15719	492	9572	0.048887122
12	53505255	53505256	+		protein_coding	ENSG00000139546(TARBP2)	4336	105	213	0.330188679
12	53973210	53973211	+		protein_coding	ENSG00000123388(HOXC11)	86	7	42	0.142857143
12	54351713	54351714	+		protein_coding	ENSG00000111481(COPZ1)	50513	78	733	0.096177559
12	55727231	55727232	-		protein_coding	ENSG00000135404(CD63)	2476	21	1138	0.018119068
12	56155462	56155463	+		protein_coding	ENSG00000196465(MYL6B)	3208	56	1172	0.045602606
12	56158694	56158695	+		protein_coding	ENSG00000092841(MYL6)	350	48	6384	0.007462687
12	56272746	56272747	-		protein_coding	ENSG00000062485(CS)	27645	295	2246	0.116096025
12	56325363	56325364	-		protein_coding	ENSG00000135473(PAN2)	8690	58	447	0.114851485
12	56343251	56343252	-		protein_coding	ENSG00000170581(STAT2)	16952	6	95	0.059405941
12	56433551	56433552	-		protein_coding	ENSG00000111602(TIMELESS)	15875	13	748	0.017082786
12	56434134	56434135	-		protein_coding	ENSG00000111602(TIMELESS)	15292	32	831	0.037079954
12	56645911	56645912	-		protein_coding	ENSG00000110955(ATP5F1B)	73	55	3912	0.013864381
12	56712427	56712428	-		protein_coding	ENSG00000196531(NACA)	19201	8	201	0.038277512
12	57225950	57225951	+		protein_coding	ENSG00000182379(NXPH4)	9158	13	128	0.092198582
12	57233579	57233580	+		protein_coding	ENSG00000182199(SHMT2)	4008	84	3449	0.023775828
12	57233580	57233581	+		protein_coding	ENSG00000182199(SHMT2)	4009	214	3351	0.06002805
12	57234241	57234242	+		protein_coding	ENSG00000182199(SHMT2)	4670	32	2659	0.01189149
12	57602816	57602817	+		protein_coding	ENSG00000166908(PIP4K2C)	11644	14	143	0.089171975
12	57616894	57616895	+		protein_coding	ENSG00000240771(ARHGEF25)	6716	27	210	0.113924051
12	64759302	64759303	-		protein_coding	ENSG00000135677(GNS)	129	7	77	0.083333333
12	67306067	67306068	+		protein_coding	ENSG00000111530(CAND1)	36711	10	356	0.027322404
12	74539706	74539707	+		protein_coding	ENSG00000253719(ATXN7L3B)	1873	129	713	0.153206651
12	75689023	75689024	-		lncRNA	ENSG00000258077	294992	5	9	0.357142857
12	76559475	76559476	-		protein_coding	ENSG00000091039(OSBPL8)	334	73	61	0.544776119
12	79689946	79689947	-		protein_coding	ENSG00000177425(PAWR)	1018	8	143	0.052980132
12	79690479	79690480	-		protein_coding	ENSG00000177425(PAWR)	485	6	11	0.352941176
12	89708766	89708767	-		protein_coding	ENSG00000070961(ATP2B1)	600	20	157	0.11299435
12	93508650	93508651	+		protein_coding	ENSG00000198015(MRPL42)	41138	7	73	0.0875
12	95300464	95300465	+		protein_coding	ENSG00000028203(VEZT)	82720	10	383	0.025445293
12	96900546	96900547	-		Other features	.	.	6	9	0.4
12	98601442	98601443	+		protein_coding	ENSG00000075415(SLC25A3)	7853	33	2155	0.015082267
12	98645650	98645651	+		protein_coding	ENSG00000120868(APAF1)	362	14	11	0.56
12	103943083	103943084	+		protein_coding	ENSG00000166598(HSP90B1)	12978	52	4332	0.011861314
12	105330905	105330906	+		protein_coding	ENSG00000235162(C12orf75)	95617	10	277	0.034843206
12	106997605	106997606	-		protein_coding	ENSG00000008405(CRY1)	95944	67	280	0.193083573
12	106997916	106997917	-		protein_coding	ENSG00000008405(CRY1)	95633	15	243	0.058139535
12	106999703	106999704	-		protein_coding	ENSG00000008405(CRY1)	93846	21	258	0.075268817
12	107657743	107657744	+		protein_coding	ENSG00000151136(ABTB3)	339324	4	20	0.166666667
12	108646811	108646812	-		protein_coding	ENSG00000110880(CORO1C)	84715	156	668	0.189320388
12	110435131	110435132	-		protein_coding	ENSG00000111229(ARPC3)	15291	151	3657	0.039653361
12	111692742	111692743	+		protein_coding	ENSG00000111271(ACAD10)	6691	27	46	0.369863014
12	111789873	111789874	+		protein_coding	ENSG00000111275(ALDH2)	22988	15	454	0.031982942
12	111842409	111842410	+		protein_coding	ENSG00000089022(MAPKAPK5)	183	10	121	0.076335878
12	112235247	112235248	-		protein_coding	ENSG00000173064(HECTD4)	147192	9	78	0.103448276
12	112382023	112382024	-		protein_coding	ENSG00000173064(HECTD4)	416	6	56	0.096774194
12	112409479	112409480	-		protein_coding	ENSG00000089009(RPL6)	9359	38	975	0.03751234
12	119687584	119687585	-		protein_coding	ENSG00000122966(CIT)	189736	7	67	0.094594595
12	119989289	119989290	+		protein_coding	ENSG00000135127(BICDL1)	55	5	20	0.2
12	120144336	120144337	-		protein_coding	ENSG00000089154(GCN1)	50379	14	289	0.04620462
12	120197464	120197465	-		protein_coding	ENSG00000089157(RPLP0)	3771	7	96	0.067961165
12	120212951	120212952	+		lncRNA	ENSG00000255857(PXN-AS1)	11679	10	43	0.188679245
12	120342260	120342261	-		protein_coding	ENSG00000135097(MSI1)	26904	16	198	0.074766355
12	120737463	120737464	+		protein_coding	ENSG00000122971(ACADS)	11691	9	231	0.0375
12	120904043	120904044	-		protein_coding	ENSG00000157837(SPPL3)	315	9	94	0.087378641
12	121899761	121899762	+		protein_coding	ENSG00000110801(PSMD9)	11031	11	475	0.022633745
12	122473832	122473833	-		protein_coding	ENSG00000033030(ZCCHC8)	27241	38	798	0.045454545
12	122981425	122981426	+		protein_coding	ENSG00000182196(ARL6IP4)	1367	6	30	0.166666667
12	123533907	123533908	-		Other features	.	.	19	54	0.260273973
12	124012608	124012609	+		protein_coding	ENSG00000179195(ZNF664)	40765	16	903	0.017410229
12	124012687	124012688	+		protein_coding	ENSG00000179195(ZNF664)	40844	33	1680	0.019264448
12	130790049	130790050	-		protein_coding	ENSG00000111450(STX2)	49205	15	284	0.050167224
12	130801487	130801488	-		protein_coding	ENSG00000111450(STX2)	37767	14	273	0.048780488
12	132029852	132029853	+		protein_coding	ENSG00000183495(EP400)	79912	24	170	0.12371134
12	132062113	132062114	+		protein_coding	ENSG00000183495(EP400)	112173	6	86	0.065217391
12	132490269	132490270	+		protein_coding	ENSG00000112787(FBRSL1)	720	16	241	0.062256809
12	132508340	132508341	+		protein_coding	ENSG00000112787(FBRSL1)	18791	44	178	0.198198198
12	132624009	132624010	-		protein_coding	ENSG00000177084(POLE)	63367	45	347	0.114795918
12	132661558	132661559	-		protein_coding	ENSG00000177084(POLE)	25818	41	187	0.179824561
12	132840643	132840644	-		protein_coding	ENSG00000072609(CHFR)	115661	14	82	0.145833333
13	21628858	21628859	-		pseudogene	ENSG00000226525(RPS7P10)	157	6	2	0.75
13	44539830	44539831	-		protein_coding	ENSG00000102804(TSC22D1)	37317	7	56	0.111111111
13	45120636	45120637	+		protein_coding	ENSG00000188342(GTF2F2)	128	57	949	0.05666004
13	45278841	45278842	-		Other features	.	.	79	2057	0.036985019
13	45988878	45988879	-		protein_coding	ENSG00000123200(ZC3H13)	63881	17	239	0.06640625
13	46771348	46771349	-		protein_coding	ENSG00000139684(ESD)	26072	24	769	0.030264817
13	48081646	48081647	-		protein_coding	ENSG00000136146(MED4)	13485	26	674	0.037142857
13	48976835	48976836	+		protein_coding	ENSG00000102531(FNDC3A)	925	6	62	0.088235294
13	51452637	51452638	-		protein_coding	ENSG00000102786(INTS6)	1627	7	57	0.109375
13	51934122	51934123	-		protein_coding	ENSG00000123191(ATP7B)	78003	7	57	0.109375
13	77698021	77698022	+		protein_coding	ENSG00000139737(SLAIN1)	336	11	446	0.024070022
